official,code,name,P1,P2,P3,P4,P5,P6,prize
False,ISR1,Shira Ben Dor,7,1,7,7,4,0,3
False,ISR2,Dana Zeidman,1,0,1,6,1,0,0
False,ISR3,Yarden Modai,7,7,3,7,2,0,3
False,ISR4,Maya Naveh,7,7,0,6,7,0,3
True,ITA1,Linda Friso,7,0,1,0,0,0,1
True,ITA2,Maria Chiara Ricciuti,7,0,0,3,1,0,2
True,ITA3,Francesca Rizzo,7,3,0,7,1,2,3
True,ITA4,Veronica Sacchi,7,0,0,7,1,0,2
False,JPN1,Yuna Usami,7,0,4,0,1,0,2
False,JPN2,Minori Wada,7,1,0,0,1,2,2
False,JPN3,Yuka Watabe,7,4,0,1,1,2,2
False,JPN4,Shiori Yamashita,7,2,0,0,2,0,2
True,KAZ1,Aruzhan Amanbayeva,7,7,7,7,2,7,4
True,KAZ2,Alua Shyntay,7,2,0,7,7,2,3
True,KAZ3,Azhar Smagulova,7,0,1,0,2,0,1
True,KAZ4,Aruzhan Sabyrbek,7,0,1,0,2,1,2
True,LIE1,Nicole Ospelt,7,0,1,0,1,0,1
True,LIE2,Annika Oehri,3,0,0,0,0,0,0
True,LIE3,Ladina Wohlwend,3,0,1,2,0,0,0
True,LTU1,Aistė Grušnytė,7,0,0,2,1,0,1
True,LTU2,Ieva Elija Jucevičiūtė,7,0,1,3,2,0,2
True,LTU3,Neringa Levinskaitė,7,1,0,1,4,4,2
True,LTU4,Gabrielė Ramanauskaitė,2,0,0,0,1,0,0
True,LUX1,Luana Capus,1,0,0,0,0,0,0
True,LUX2,Belinda D&#x27;Hamers,1,0,0,0,0,0,0
True,LUX3,Lea Menasce,2,0,0,0,0,0,0
True,LVA1,Ieva Pakalna,7,0,0,0,1,0,1
True,LVA2,Ruta Ozolina,3,0,0,1,1,0,0
True,LVA3,Agnese Upite,7,0,0,0,0,1,1
True,LVA4,Lucija Dalbina,1,0,1,0,2,0,0
True,MDA1,Otilia Don,7,3,0,0,0,7,2
True,MDA2,Elvira Serdțevoi,7,0,0,0,0,0,1
True,MDA3,Sabina Tontici,7,0,0,0,2,0,1
False,MEX1,Ana Paula Jiménez Díaz,7,0,7,3,2,3,3
False,MEX2,Marcela Cruz Larios,7,0,2,5,0,0,2
False,MEX3,Nuria Sydykova,7,0,7,0,3,0,2
False,MEX4,Cristina Sotomayor,7,0,0,7,1,0,2
True,MKD1,Tamara Mitrovska,7,0,0,0,1,0,1
True,MKD2,Nadezhda Ilieva,7,0,0,0,1,0,1
True,MKD3,Ljubica Filipova,2,0,0,0,0,0,0
True,MKD4,Martina Taneva,7,0,0,0,0,0,1
True,NLD1,Christel van Diepen,7,7,1,7,3,0,3
True,NLD2,Anouk Eggink,2,0,0,0,4,0,0
True,NLD3,Aimée Jacobs,7,0,0,0,1,0,1
True,NLD4,Esther Steenkamer,7,5,2,0,2,0,2
True,NOR1,Anna Lyubarskaja,1,1,0,7,3,0,2
True,NOR2,Aurora Sletnes Bjørlo,2,0,0,2,1,0,0
True,NOR3,Hedvig Margrete Venbakken,2,0,0,0,2,0,0
True,NOR4,Yuting (Samanda) Hu,7,0,0,0,0,0,1
True,POL1,Aleksandra Cynk,7,2,7,0,2,2,3
True,POL2,Katarzyna Kępińska,7,6,0,5,6,0,3
True,POL3,Bogna Pawlus,7,2,2,2,6,0,3
True,POL4,Barbara Zięba,7,2,7,0,4,0,3
True,ROU1,Ioana Teodorescu,7,0,1,7,1,7,3
True,ROU2,Lenca Cuturela,7,7,0,0,2,7,3
True,ROU3,Ramona Deaconu,7,2,0,0,2,7,2
True,ROU4,Alexandra Timofte,7,7,0,6,2,0,3
True,RUS1,Ekaterina Bogdanova,7,0,6,6,2,2,3
True,RUS2,Kamilya Mukhametshina,0,1,6,7,7,7,3
True,RUS3,Izabella Tolokno,7,7,7,7,7,3,4
True,RUS4,Maria Dmitrieva,7,7,7,6,7,2,4
False,SAU1,Shaden Alshammari,7,7,6,1,6,7,4
False,SAU2,Joud Saleh,7,0,0,5,2,5,3
False,SAU3,Renad Abualjamal,7,2,1,7,1,0,2
False,SAU4,Manar Kurdi,7,0,2,0,0,0,1
True,SRB1,Danica Zečević,7,7,0,1,1,0,2
True,SRB2,Jelena Ivančić,7,7,0,7,7,7,4
True,SRB3,Jana Vučković,7,7,1,7,1,0,3
True,SRB4,Irina Đanković,7,3,5,2,2,3,3
True,SUI1,Yunshu Ouyang,7,0,0,1,1,0,1
True,SUI2,Anaëlle Pfister,2,0,2,0,1,0,0
True,SUI3,Viera Klasovita,7,0,0,0,1,0,1
True,SUI4,Ivana Klasovita,7,0,0,7,2,0,2
False,SUIB1,Kanella Georgia Minakaki,2,0,0,0,1,0,0
False,SUIB2,Yuxi Zheng,7,3,0,0,0,2,2
False,SUIB3,Nathalie Bäbler,7,0,3,0,1,0,2
True,SVN1,Ana Meta Dolinar,7,0,0,7,0,0,2
True,SVN2,Klara Drofenik,7,0,0,0,2,0,1
True,SVN3,Ana Opalič,1,0,0,0,0,0,0
True,SVN4,Špela Polak,2,0,0,0,1,0,0
False,TUN1,Aya Ben Saad,1,0,0,0,0,0,0
False,TUN2,Farah Briki,7,0,0,0,0,0,1
False,TUN3,Elaa Khachnaoui,3,0,0,0,0,0,0
False,TUN4,Molka Ben Marzouk,7,0,0,0,1,1,1
True,TUR1,Aybeniz Yağmur Temirtaş,7,0,0,7,2,0,2
True,TUR2,İrem Yaşar,7,1,0,0,2,0,1
True,TUR3,Burcu Yıldız,7,5,0,7,2,0,3
True,TUR4,Ülkü Nurdan Yılmaz,7,0,0,0,1,0,1
True,UKR1,Olha Shevchenko,7,7,7,7,7,7,4
True,UKR2,Alina Harbuzova,7,7,7,7,7,2,4
True,UKR3,Alina Yan,7,7,1,7,0,2,3
True,UKR4,Yuliia Zdanovska,0,7,2,7,7,0,3
True,UNK1,Rosie Cates,7,7,6,7,7,7,4
True,UNK2,Melissa Quail,7,3,0,0,0,3,2
True,UNK3,Naomi Wei,7,0,1,7,1,0,2
True,UNK4,Alevtina Studenikina,7,2,0,0,4,0,2
False,USA1,Angela Deng,7,7,7,7,7,1,4
False,USA2,Siye Zhu,7,7,1,7,7,7,4
False,USA3,Qi Qi,7,7,7,7,7,7,4
False,USA4,Wanlin Li,7,7,0,7,6,7,4
