official,code,name,P1,P2,P3,P4,P5,P6,prize
True,CYP3,Danae Makridou,0,0,1,2,0,0,0
True,CYP4,Sophia Smyrli,0,0,0,0,0,0,0
True,CZE1,Vendula Onderková,0,0,1,7,0,0,2
True,CZE2,Klára Pernicová,7,0,2,2,2,0,2
True,CZE3,Adéla Heroudková,7,0,1,2,0,0,2
True,CZE4,Adéla Karolína Žáčková,7,1,0,1,0,0,2
True,DEN1,Bodil Kondrup Vedel,0,0,0,1,1,0,0
True,DEN2,Edith Bille Gørtz,0,0,0,0,1,0,0
True,DEN3,Liv Rosenlund Krohn,0,0,0,0,2,0,0
True,DEN4,Sofie Lindgaard Roed,0,0,0,0,0,0,0
False,ECU1,Zhiron Cristina Wu Yuan,1,0,0,1,0,0,0
False,ECU2,Natasha Fernanda Valarezo Oyola,0,0,0,0,0,0,0
False,ECU3,María José Indacochea Rosado,0,0,0,0,0,0,0
False,ECU4,María Cristina García,0,0,0,0,0,0,0
True,ESP1,Paula Esquerrà Giné,0,2,0,0,0,0,0
True,ESP2,Jimena Lorenzo Simón,0,1,0,1,0,0,0
True,ESP3,Mencía Díaz de Cerio Ruiz de Lobera,0,0,0,0,0,0,0
True,ESP4,Raquel Trull Báguena,0,0,0,0,0,0,0
True,FIN1,Aino Aulanko,1,1,0,0,1,0,0
True,FIN2,Veera Nurmela,0,1,0,4,0,0,0
True,FIN3,Tianyue Sun,1,1,0,0,1,0,0
True,FIN4,Anni Tapionlinna,0,1,0,0,0,0,0
True,FRA1,Hannah Faucheu,4,1,1,1,2,0,2
True,FRA2,Maryam Kouhkan,7,3,0,1,0,0,2
True,FRA3,Amélie Triqueneaux,0,2,2,4,0,0,2
True,FRA4,Fangyu Xue,0,1,0,0,0,0,0
True,GEO1,Kesaria Chelidze,0,0,0,1,0,0,0
True,GEO2,Maria-Elena Aisha Tskhvediani,0,0,0,1,0,0,0
True,GEO3,Ana Onoprishvili,7,1,1,7,7,0,4
True,GEO4,Mariam Ivardava,0,4,0,1,0,0,0
False,GEOB1,Lizi Kutchava,0,1,0,0,0,0,0
False,GEOB2,Nia Tatrishvili,5,1,0,0,1,0,0
False,GEOB3,Tamari Peikrishvili,0,4,0,2,1,0,0
False,GEOB4,Elene Kalinichenko,0,1,0,0,0,0,0
True,GER1,Cara de Bruyn,0,5,2,1,7,0,3
True,GER2,Olesia Gaiduk,0,7,0,0,1,0,2
True,GER3,Marie Mattutat,0,1,0,1,1,0,0
True,GER4,Réka Amélie Wagener,7,4,0,7,1,0,3
True,HRV1,Ema Borevković,0,6,0,1,7,0,3
True,HRV2,Stella Čolo,0,0,1,7,0,0,2
True,HRV3,Leonarda Pribanić,0,0,1,0,0,0,0
True,HRV4,Lara Semeš,0,0,0,1,1,0,0
True,HUN1,Nóra Zoé Velich,7,4,0,4,6,0,4
True,HUN2,Janka Hámori,7,3,1,7,2,0,3
True,HUN3,Diep Bich Nguyen,7,2,0,0,0,0,2
True,HUN4,Johanna Győrffy,0,1,0,7,0,0,2
False,IND1,Aditi Muthkhod,7,0,0,0,0,0,1
False,IND2,Ananya  Rajas Ranade,0,7,0,7,0,0,3
False,IND3,Anushka Aggarwal,0,0,0,0,0,0,0
False,IND4,Gunjan Aggarwal,0,0,0,0,0,0,0
True,IRL1,Xiaoping Lang,0,0,0,1,0,0,0
True,IRL2,Ellen Li,0,1,0,2,0,0,0
True,IRL3,Ashling McCarthy,0,0,0,1,0,0,0
True,IRL4,Eilis OHalloran,0,1,0,1,0,0,0
False,ISR1,Tamar Peer,2,3,0,0,0,0,0
False,ISR2,Nogah Friedman,7,7,0,7,7,7,4
False,ISR3,Yaara Schulman,1,3,4,3,2,1,3
False,ISR4,Nicole Grosman,1,3,0,1,1,0,0
True,ITA1,Francesca Busato,0,0,0,5,0,0,0
True,ITA2,Elena Ghilardi,3,2,0,0,0,0,0
True,ITA3,Cecilia Moriggi,0,2,0,1,0,0,0
True,ITA4,Daria Pasqualetti,1,7,0,1,0,0,2
False,JPN1,Aya Nagao,0,3,0,4,1,0,2
False,JPN2,Kana Okazaki,0,0,0,1,0,0,0
False,JPN3,Mika Yamanouchi,7,0,0,4,0,0,2
False,JPN4,Yurika Yasuda,7,0,1,0,1,0,2
True,KAZ1,Dilnaz Ualiyeva,0,3,1,7,7,0,3
True,KAZ2,Merey Temirzinova,1,1,0,0,0,0,0
True,KAZ3,Akerke Nurakhmetova,1,0,0,7,0,0,2
True,KAZ4,Aizhan Kenzhebayeva,2,0,0,3,0,0,0
False,KGZ1,Elnura Anarbai kyzy,1,1,2,6,0,0,2
False,KGZ2,Alina Myrsabekova,0,0,0,1,0,0,0
False,KGZ3,Karinakhon Ishankulova,0,0,0,1,0,0,0
False,KGZ4,Victoriia Davydova,0,0,0,1,0,0,0
True,KSV1,Era Syla,7,1,0,7,0,0,3
True,KSV2,Rinesë Morina,0,1,0,0,0,0,0
True,KSV3,Rinesa Hamiti,0,1,0,0,0,0,0
True,KSV4,Vesa Vishaj,1,1,0,0,0,0,0
True,LUX1,Sasha Biryukov,3,0,0,0,0,0,0
True,LUX2,Angelina Kysil,0,2,2,3,0,0,0
True,LVA1,Milana Komisarova,0,1,0,0,4,0,0
True,LVA2,Līva Oliņa,0,1,0,0,1,0,0
True,LVA3,Anna Frolova,0,1,0,3,0,0,0
True,LVA4,Jana Voiciša,0,0,0,0,3,0,0
True,MDA1,Adelina Andrei,7,2,0,7,4,1,4
True,MDA2,Mădălina Griza,0,3,0,2,0,0,0
True,MDA3,Adelina Patlatîi,0,0,0,7,0,0,1
True,MDA4,Ana-Maria Izbaș,0,1,0,1,0,0,0
False,MEX1,Ana Illanes Martínez de la Vega,7,7,5,7,2,0,4
False,MEX2,Alexandra Valdepeñas Ramírez,1,4,1,3,2,0,2
False,MEX3,Karla Rebeca Munguia Romero,7,7,2,7,0,0,4
False,MEX4,Samantha Ruelas Valtierra,1,1,1,7,1,0,2
True,MKD1,Marija Atanasova,7,5,0,7,2,0,4
True,MKD2,Ivona Zikova,2,1,0,2,0,0,0
True,MKD3,Jasna Ilieva,1,4,1,7,1,0,3
True,MKD4,Emilija Nikolovska,3,2,2,4,1,0,2
True,NLD1,Maud van Bokhoven,0,1,0,1,0,0,0
True,NLD2,Samantha Li,1,1,0,1,0,0,0
True,NLD3,Allie Zong,7,1,0,4,1,0,2
True,NLD4,Naomi Zwaneveld,1,1,0,0,1,0,0
True,NOR1,Zejia He,0,1,0,2,0,0,0
True,NOR2,Pratibha Thakur,0,0,0,0,0,0,0
True,NOR3,Camilla Alberg,0,0,0,0,1,0,0
True,NOR4,Astrid Mysterud,0,0,0,0,0,0,0
False,PER1,Carla Fermin,7,7,2,7,3,0,4
False,PER2,Dariam Caparachin,7,7,4,7,7,0,4
False,PER3,Flor Luna,7,7,2,7,7,0,4
False,PER4,Angie Alcantara,7,2,0,7,1,0,3
True,POL1,Alicja Abramczuk,0,0,0,1,0,0,0
True,POL2,Julia Filip,7,2,0,7,2,0,3
True,POL3,Justyna Palikowska,7,2,1,2,1,0,2
True,POL4,Gabriela Pietras,0,5,2,7,2,0,3
True,ROU1,Ioana Popescu,7,7,7,7,7,0,4
True,ROU2,Diana Țolu,7,7,7,7,1,0,4
True,ROU3,Lucia Rîșnoveanu,7,7,2,7,0,0,4
True,ROU4,Ana-Maria-Iulia Bogdan,0,7,1,3,0,0,2
True,RUS1,Ralina Iusupova,7,7,7,7,7,7,4
True,RUS2,Taisiia Korotchenko,7,7,7,6,7,7,4
True,RUS3,Rozalina Mirgalimova,7,7,7,7,7,7,4
True,RUS4,Anna Piatkova,7,7,7,7,7,7,4
False,SAU1,Rafaa Qanash,2,2,1,6,7,0,3
False,SAU2,Joud Bahuwayni,2,1,2,4,0,0,2
False,SAU3,Lara Monagel,1,0,1,7,0,0,2
False,SAU4,Fatimeh Alghannam,1,0,1,2,6,0,2
True,SRB1,Milica Vugdelić,1,5,0,7,7,1,4
True,SRB2,Sara Dragutinović,0,2,0,3,3,1,2
True,SRB3,Nevena Stojković,0,0,0,7,1,0,2
True,SRB4,Milja Jovanović,0,1,0,7,0,0,2
True,SUI1,Ema Skottova,7,2,0,0,3,0,2
True,SUI2,Emily Dikhoff,0,2,0,0,0,0,0
True,SUI3,Evelyn Ebneter,0,0,0,1,0,0,0
True,SUI4,Yanta Wang,7,4,0,7,1,0,3
True,SVK1,Alica Dományová,7,0,1,5,1,0,3
True,SVK2,Lenka Hake,0,0,0,0,1,0,0
True,SVK3,Eliška Macáková,7,1,0,0,7,0,3
True,SVK4,Tereza Škublová,3,0,1,7,1,0,2
True,SVN1,Katarina Grilj,0,0,0,7,3,0,2
True,SVN2,Lana Prijon,1,1,0,0,0,0,0
True,SVN3,Kaja Rajter,0,0,0,2,0,0,0
True,SVN4,Tjaša Sušnik,0,1,0,0,0,0,0
False,TJK1,Mehrona Sharopova,0,0,0,0,0,0,0
False,TJK2,Anisa Burieva,0,0,0,7,0,0,1
False,TJK3,Amina Sadykova,0,0,0,0,0,0,0
False,TJK4,Farahnoz Normurodzoda,0,0,1,7,0,0,2
False,TUN1,Yasmine Alaya,1,1,1,7,0,0,2
True,TUR1,Betül Akdaş,2,1,0,7,0,0,2
True,TUR2,Zeynep Ebrar Karadeniz,2,2,1,7,2,0,3
True,TUR3,Ayşe Zehra Şen,7,3,0,0,0,0,2
True,TUR4,Zeynep Taşevli,7,1,0,3,2,0,2
True,UKR1,Yelyzaveta Horokh,1,7,1,4,1,0,3
True,UKR2,Roksolana Ivanchuk,7,7,1,4,0,0,3
True,UKR3,Sofia Ryabchun,3,1,0,7,0,0,2
True,UKR4,Karolina Susol,7,3,0,7,0,0,3
True,UNK1,Aanya Goyal,7,1,1,1,1,0,2
True,UNK2,Eleanor MacGillivray,7,6,0,2,0,1,3
True,UNK3,Yuka Machino,7,7,2,7,3,7,4
True,UNK4,Jenni Voon,7,7,7,7,2,0,4
False,USA1,Serena An,7,2,7,7,7,6,4
False,USA2,Yunseo Choi,7,2,7,7,7,7,4
False,USA3,Sanjana Das,7,7,2,7,7,7,4
False,USA4,Jessica Wan,7,7,7,7,7,2,4
