official,code,name,P1,P2,P3,P4,P5,P6,prize
True,UKR2,Roksolana Ivanchuk,7,0,1,1,1,0,1
True,UKR3,Yana Kolodach,7,1,7,1,6,0,3
True,UKR4,Yuliia Tatarinova,6,0,1,7,4,0,3
True,UNK1,Naomi Bazlov,7,2,1,7,7,0,3
True,UNK2,Sarah Gleghorn,2,0,3,7,7,0,3
True,UNK3,Sarah Henderson,1,0,2,2,7,0,2
True,UNK4,Yuka Machino,7,7,7,7,7,1,4
False,USA1,Sanjana Das,7,7,7,7,7,1,4
False,USA2,Ashley Ke,7,2,0,7,7,1,3
False,USA3,Elizabeth Ke,7,2,1,2,7,1,3
False,USA4,Christine Yang,4,6,0,7,7,1,3
