official,code,name,P1,P2,P3,P4,P5,P6,prize
True,HEL1,Eirini Miliori,7,1,2,3,7,0,2
True,HEL2,Maria Angelika - Nikita,7,1,0,1,0,0,1
True,HEL3,Sofia Kollia,2,1,0,0,3,0,0
True,HEL4,Afroditi - Iliana Zotou,1,0,0,0,0,0,0
True,HUN1,Orsolya Lili Janzer,7,7,7,7,3,0,3
True,HUN2,Anna Kerekes,7,7,7,7,2,0,3
True,HUN3,Miléna Vankó,7,5,1,7,0,1,2
True,HUN4,Anett Kocsis,7,2,3,7,1,0,2
False,IND1,Haimoshri Das,7,2,0,7,1,0,2
False,IND2,Urshita Pal,7,1,0,7,1,0,2
True,IRL1,JuHyun Ahn,7,1,0,1,0,0,1
True,IRL2,Tianyiwa Xie,7,1,0,1,0,0,1
True,IRL3,Laura Cosgrave,6,1,0,3,0,0,0
True,IRL4,Yixin Huang,7,1,0,1,0,0,1
False,ISR1,Maya Naveh,7,7,7,7,7,1,4
False,ISR2,Libi Liubovich,6,6,3,7,1,1,3
False,ISR3,Yael Gliksman,7,3,0,0,1,0,1
False,ISR4,Maya Kleinstein,4,1,0,4,0,0,0
True,ITA1,Giorgia Benassi,7,1,1,6,0,0,2
True,ITA2,Maria Bevilacqua,7,1,0,7,1,0,2
True,ITA3,Linda Friso,7,1,1,7,1,0,2
True,ITA4,Maria Chiara Ricciuti,7,3,0,5,1,0,2
False,ITAB1,Sabrina Botticchio,7,1,0,4,0,0,1
False,JPN1,Hinako Katafuchi,7,7,3,7,1,1,3
False,JPN2,Yuka Kuwahara,6,2,2,2,0,0,0
False,JPN3,Yurika Ueshiba,7,4,0,7,1,0,2
False,JPN4,Yuka Watabe,7,7,4,6,7,6,4
True,KAZ1,Aruzhan Amanbayeva,7,7,4,7,7,7,4
True,KAZ2,Alua Shyntay,7,2,3,5,7,2,3
True,KAZ3,Assel Katayeva,7,5,1,4,1,0,2
True,KAZ4,Akmaral Jakibayeva,7,1,0,4,2,0,1
True,LIE1,Nicole Ospelt,7,2,0,5,0,0,1
True,LTU1,Ugnė Alaburdaitė,5,1,0,7,0,0,1
True,LTU2,Ieva Elija Jucevičiūtė,5,1,2,7,1,0,2
True,LTU3,Neringa Levinskaitė,7,7,6,7,7,0,4
True,LTU4,Julija Paliulionytė,7,4,0,4,0,0,2
True,LUX1,Lea Menasce,3,0,0,5,0,0,0
True,LUX2,Angelina Kysil,0,0,0,0,0,0,0
True,LVA1,Agnese Upīte,7,1,0,0,1,0,1
True,LVA2,Rūta Ozoliņa,7,0,0,7,0,0,1
True,LVA3,Estere Šverna,6,1,0,7,0,0,1
True,LVA4,Anete Valnere,7,1,0,7,0,0,2
True,MDA1,Otilia Don,7,1,4,6,7,0,3
True,MDA2,Rusanda Guzun,7,3,0,1,0,0,1
True,MDA3,Sabina Tontici,4,4,2,5,2,0,2
True,MDA4,Sanda-Maria Ciobanu,3,0,0,0,0,0,0
False,MEX1,Nuria Sydykova,7,1,3,7,4,0,3
False,MEX2,Violeta Alitzel Martínez Escamilla,7,7,1,7,7,0,3
False,MEX3,Marcela Cruz Larios,7,6,2,7,7,0,3
False,MEX4,Ana Paula Jiménez Díaz,7,1,1,5,7,1,3
True,MKD1,Tamara Mitrovska,7,2,1,0,1,0,1
True,MKD2,Nadezhda Ilieva,7,1,0,4,7,0,2
True,MKD3,Anastasija Tortevska,7,2,0,4,0,0,1
False,MNG1,Nursaulye Bakhyt,7,1,1,7,0,0,2
False,MNG2,Purevzaya Amarzaya,7,5,1,7,1,0,2
False,MNG3,Dolgormaa Batsaikhan,7,7,0,7,7,0,3
False,MNG4,Itgel Delgerdalai,7,5,1,2,0,0,2
True,NLD1,Floor Beks,7,1,0,2,1,0,1
True,NLD2,Christel van Diepen,7,1,0,7,1,0,2
True,NLD3,Anouk Eggink,7,2,1,7,1,1,2
True,NLD4,Gabriëlle Zwaneveld,7,7,0,7,1,0,3
True,NOR1,Haldis Tuva Tolås Boge,0,0,0,0,0,0,0
True,NOR2,Anna Lyubarskaja,7,3,1,4,1,2,2
True,NOR3,Hedvig Margrete Venbakken,7,1,2,2,0,0,1
True,NOR4,Mille Jordal Aase,0,0,0,0,0,0,0
False,PER1,Gladys Alekza Salazar,7,1,1,7,7,2,3
False,PER2,Monica Martinez,7,2,4,7,7,5,4
False,PER3,Carla Fermin,3,3,0,7,0,0,1
False,PER4,Nixa Sanchez,0,1,0,0,0,0,0
True,POL1,Aleksandra Cynk,7,5,3,7,1,0,3
True,POL2,Jadwiga Czyżewska,7,6,3,4,0,0,2
True,POL3,Aleksandra Kowalska,7,7,5,7,7,7,4
True,POL4,Weronika Lorenczyk,7,6,3,7,0,2,3
True,ROU1,Timofte Alexandra,7,7,4,7,7,2,4
True,ROU2,Lenca-Iarina Cuturela,7,4,1,7,7,7,4
True,ROU3,Amina Abu Shanab,6,4,2,4,7,2,3
True,ROU4,Ana-Teodora Bercaru,3,5,0,1,0,0,0
True,RUS1,Diana Gainutdinova,7,6,3,7,7,2,4
True,RUS2,Irina Lanskikh,7,7,4,7,5,7,4
True,RUS3,Elina Telesheva,7,7,7,7,7,0,4
True,RUS4,Izabella Tolokno,7,7,7,7,6,7,4
False,SAU1,Renad Abualjamal,7,2,0,7,1,0,2
False,SAU2,Thnaa Alhydary,7,1,0,7,7,0,3
False,SAU3,Joud Saleh,7,1,3,7,7,0,3
False,SAU4,Ghadeer Daghistani,5,1,0,0,1,0,0
True,SRB1,Jelena Ivančić,7,7,7,7,7,7,4
True,SRB2,Irina Đanković,7,2,4,6,1,1,2
True,SRB3,Tamara Ponjavić,7,7,2,7,7,0,3
True,SRB4,Nina Matić,7,1,0,2,0,0,1
True,SUI1,Sarina Franziska Müller,7,0,2,1,0,0,1
True,SUI2,Yunshu Ouyang,7,4,1,5,0,0,2
True,SUI3,Anaëlle Pfister,7,1,0,1,0,0,1
True,SUI4,Yanta Wang,7,2,0,7,0,0,2
True,SVN1,Ana Meta Dolinar,6,1,1,7,0,0,2
True,SVN2,Tea Jeličić,2,1,0,5,0,0,0
True,SVN3,Ana Opalič,7,0,1,2,0,0,1
True,SVN4,Špela Polak,7,1,0,2,0,0,1
False,TUN1,Farah Briki,7,3,0,3,7,0,2
False,TUN2,Molka Ben Marzouk,7,2,0,1,1,0,1
False,TUN3,Aya Ben Saad,7,0,0,0,0,0,1
False,TUN4,Ela Ben Saad,2,0,0,0,0,0,0
True,TUR1,İrem Nur Çevikcan,7,2,0,5,7,0,2
True,TUR2,Asude Ebrar Kızıloğlu,7,1,2,5,1,0,2
True,TUR3,Aybeniz Yağmur Temirtaş,5,2,1,7,0,2,2
True,TUR4,İrem Yaşar,7,1,0,2,2,0,1
True,UKR1,Alina Harbuzova,7,7,7,7,7,7,4
True,UKR2,Kateryna Horokh,7,1,7,7,7,0,3
True,UKR3,Karyna Nechyporuk,7,7,2,7,0,0,3
True,UKR4,Anastasiia Rudenko,6,1,0,2,1,0,0
True,UNK1,Emily Beatty,7,7,7,7,7,7,4
True,UNK2,Melissa Quail,7,2,0,7,2,0,2
True,UNK3,Alevtina Studenikina,7,2,0,7,7,0,3
True,UNK4,Naomi Wei,7,5,2,7,7,0,3
False,USA1,Catherine Wu,7,7,7,7,7,7,4
False,USA2,Wanlin Li,7,7,7,7,7,7,4
False,USA3,Emily Wen,1,3,4,7,0,2,2
False,USA4,Megan Joshi,6,7,2,6,7,0,3
