official,code,name,P1,P2,P3,P4,P5,P6,prize
False,MEX1,Ana Paula Jiménez Díaz,7,7,7,7,4,1,4
False,MEX2,Nuria Sydykova Méndez,7,7,0,7,4,0,3
False,MEX3,Karla Rebeca Munguía Romero,4,7,0,7,4,0,3
False,MEX4,Nathalia del Carmen Jasso Vera,5,0,0,7,0,0,1
True,MKD1,Mihaela Hadjiska,6,2,2,7,2,0,2
True,MKD2,Qendresa Selimi,6,0,0,7,0,0,1
True,MKD3,Teodora Pecakovska,0,0,0,7,1,0,1
True,MKD4,Anastasija Tortevska,4,4,0,7,0,0,1
True,NLD1,Floor Beks,7,3,0,7,5,0,3
True,NLD2,Ana Maria Mekerishvili,7,0,0,0,1,0,1
True,NLD3,Sièna van Schaick,7,2,0,7,0,0,2
True,NLD4,Hanne Snijders,7,3,0,7,2,0,2
True,NOR1,Zejia He,0,1,0,0,0,0,0
True,NOR2,Ine Sofie Lodsby,1,1,0,0,0,0,0
True,NOR3,Lovise Sørby,0,1,0,0,0,0,0
True,NOR4,Hedvig Margrete Venbakken,0,6,0,2,0,1,0
False,PER1,Monica Martinez,6,4,7,7,3,1,3
False,PER2,Carla Fermin,7,6,2,7,7,1,4
False,PER3,Gladys Alekza Salazar,7,3,7,7,1,1,3
False,PER4,Danna Vargas,5,0,0,7,1,0,1
True,POL1,Jagoda Bracha,7,4,0,7,7,0,3
True,POL2,Justyna Jaworska,7,6,2,7,7,7,4
True,POL3,Katarzyna Kępińska,6,4,2,7,7,7,4
True,POL4,Maria Wysogląd,5,2,2,1,1,0,0
True,ROU1,Alexandra Timofte,7,6,7,7,7,1,4
True,ROU2,Amina Abu Shanab,6,5,0,7,4,0,3
True,ROU3,Ioana Popescu,7,2,0,7,4,0,2
True,ROU4,Diana Țolu,7,1,7,7,1,0,3
False,SAU1,Thnaa Alhydary,6,3,0,7,3,1,2
False,SAU2,Ghadeer Daghistani,7,0,7,7,1,0,3
False,SAU3,Rafaa Qanash,7,1,0,0,0,0,1
False,SAU4,Jana Alzahrani,2,0,0,0,1,0,0
True,SRB1,Jelena Ivančić,7,7,7,7,7,7,4
True,SRB2,Tamara Ponjavić,7,3,7,7,1,0,3
True,SRB3,Milica Vugdelić,7,3,0,7,2,0,2
True,SRB4,Maja Cvetković,7,3,0,7,0,0,2
True,SUI1,Emily Dikhoff,0,3,2,1,0,0,0
True,SUI2,Ema Skottova,1,6,0,0,1,0,0
True,SUI3,Julia Sollberger,0,3,0,7,1,0,1
True,SUI4,Yanta Wang,4,2,0,7,3,0,2
True,SVK1,Viktória Brezinová,7,6,0,0,0,0,1
True,SVK2,Štefánia Glevitzká,7,3,2,7,1,0,2
True,SVK3,Lucia Krajčoviechová,7,7,5,7,2,1,4
True,SVK4,Timea Szöllősová,0,0,0,7,7,0,1
True,SVN1,Ana Meta Dolinar,7,4,0,7,1,0,2
True,SVN2,Tea Jeličić,7,7,0,7,1,0,3
True,SVN3,Ema Mlinar,7,0,0,7,3,1,2
True,SVN4,Špela Polak,4,0,0,7,1,0,1
True,TUR1,İrem Nur Çevikcan,2,2,2,7,7,0,2
True,TUR2,Sude Filiz,4,3,7,7,1,0,3
True,TUR3,Asude Ebrar Kızıloğlu,7,5,4,7,0,0,3
True,TUR4,Feray Lina Yence,7,1,2,1,0,0,1
True,UKR1,Olesia Bilyk,7,6,0,0,3,0,2
True,UKR2,Kateryna Horokh,7,7,2,7,7,1,4
True,UKR3,Karyna Nechyporuk,7,7,0,7,7,7,4
True,UKR4,Vlada Petrusenko,6,7,7,7,5,1,4
False,UKRB1,Alisa Baklan,2,4,0,7,1,0,1
False,UKRB2,Marharyta Baklan,7,1,2,7,0,1,2
False,UKRB3,Roksolana Ivanchuk,4,7,0,2,3,1,2
False,UKRB4,Olha Zhur,7,0,2,7,1,0,2
True,UNK1,Naomi Bazlov,5,4,0,7,7,1,3
True,UNK2,Sarah Gleghorn,2,3,7,7,2,1,3
True,UNK3,Yihua Luo,7,1,2,7,7,0,3
True,UNK4,Yuka Machino,7,5,0,7,7,7,4
False,USA1,Emma Qin,7,7,2,7,7,7,4
False,USA2,Ishika Shah,7,7,4,7,7,0,4
False,USA3,Catherine Wu,7,7,2,7,7,1,4
False,USA4,Janabel Xia,7,3,7,7,1,0,3
